Unnamed: 0,Title,Content,Translated_Content
771,Pyotr Yefremov,"Pyotr Alexandrovich Yefremov (Russian: Пётр Александрович Ефремов , born November 17 (O.S., 2), 1830, Moscow, Russian Empire, - died January 8, 1908 [O.S. December 26, 1907], Saint Petersburg, Russian Empire) was a Russian literary historian, publisher, editor and essayist whose works were published regularly by ""Sovremennik"" (where he debuted in 1857), ""Otechestvennye Zapiski"", ""Russky Arkhiv"", ""Russkaya Starina"", ""Istorichesky Vestnik"", newspapers ""Golos"", ""Novoye Vremya"", ""Russkiye Vedomosti"".  In 1864-1865 he edited the ""Knizhny Vestnik"" (The Books Herald) magazine.  Praised as one of the most competent literary scholars of the 19th century, Pyotr Yefremov compiled, edited and published the series of The Works of: Denis Fonvizin (1866), Valerian Maykov (1867), Antiochus Kantemir (1867-1868), Vladimir Lukin (1868), Bogdan Yelchaninov (1868), Alexander Radishchev (1872, Saint Petersburg; banned at the time), Kondraty Ryleyev (1872, 1874), Mikhail Lermontov (1873, 1880, 1887, 1889, also the ""Early Dramas"" compilation, 1880), Vasily Zhukovsky (1878, 1885), Alexander Pushkin (1880, 1882, 1905, plus two ""Yevgeny Onegin"" editions, 1874, 1882), Alexander Polezhayev (1889).  He is credited with having discovered, published and written analytical essays on numerous hitherto unknown autographs by classics like Pushkin, Ryleyev, Lermontov, Radishchev, Fonvizin, Zhukovsky.","""1881ء - پیٹر الیگزینڈر یفریموف (Russian: Петр Александрович Ефремов) ، روسی ادب کا ایک مصنف، مصنف، مصنف اور مصنف، جو """"Sovremennik"""" (جس میں انہوں نے 1857ء میں آغاز کیا) ، """"Otechny Zaporizhzhya"""" (Otechny Zaporizhzhya) ، """"Russky Arxiv"""" (Russky Arxiv) ، """"Gorskaya Star"""" (Gorskaya Star), """"Vorstochny Vremny"""" (Vorstochny Vremny Vremny) ، """"Russky Vedomosti"""" (Russkiy Vremny) ، """"Gorskiyevsky Vremny"""" (Vorstoch Vremny Vremny) ، """"Yeltsy"""" (1878-1888) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1878) ، """"Yeltsin"""" (1879) ، """"Yeltsin"""" (1879) ، """"Y"
772,Libra (novel),Libra (1988) is a novel written by Don DeLillo.  It focuses on the life of Lee Harvey Oswald and offers a speculative account of the events that shaped the assassination of President John F. Kennedy.,"""اس ناول کا عنوان """"مستقیم"""" ہے۔ یہ ناول ڈان ڈی لیلیو کے ناول """"مستقیم"""" پر مبنی ہے ، جو لی ہاروی اوسوالڈ کی زندگی پر مرکوز ہے اور اس میں صدر جان ایف کینیڈی کے قتل کے واقعات کی ایک قیاس آرائی پیش کی گئی ہے۔"""
773,Slavenka Drakulić,"Slavenka Drakulić (born July 4, 1949) is a Croatian journalist, novelist, and essayist whose works on feminism, communism, and post-communism have been translated into many languages.",سلاوینکا ڈریکولچ (پیدائش 4 جولائی 1949) ایک کروشیا کی صحافی ، ناول نگار اور مضمون نگار ہیں جن کے کام حقوق نسواں ، کمیونزم اور کمیونزم کے بعد کے بارے میں بہت سی زبانوں میں ترجمہ کیے گئے ہیں۔
774,Sophie Doin,"Sophie Doin (née Mamy), 1800 – 1846, was a French novelist and essayist whose writings contributed to the renewal of abolitionism in France during the 1820s.  She targeted abuses in the French colonies, most notably Guadeloupe and Martinique, where slavery continued for decades after the declaration of Haitian independence in 1804.  In her various antislavery writings, notably the novel La Famille noire, ou la Traite de l’esclavage [The Black Family, or the Slave Trade], she drew the French public's attention to the injustices committed by the slave system.  She called for a more humane treatment of Blacks, for the abolition of the slave trade, and for religious and practical education that would prepare slaves for eventual emancipation.",سوفی ڈوین (پیدائش: 1800 - 1846ء) ایک فرانسیسی ناول نگار اور مضمون نگار تھیں جن کی تحریروں نے 1820ء کی دہائی میں فرانس میں غلامی کے خاتمے کی بحالی میں اہم کردار ادا کیا۔ انہوں نے فرانسیسی کالونیوں میں ہونے والی زیادتیوں پر توجہ مرکوز کی، خاص طور پر گوڈیلوپ اور مارٹینک میں، جہاں 1804ء میں ہیٹی کی آزادی کے اعلان کے بعد بھی کئی دہائیوں تک غلامی جاری رہی۔ ان کی مختلف غلامی مخالف تحریروں میں، خاص طور پر حتمی ناول لا ٹرایل نوئر، او لا ٹراٹ ڈی لا اسکلویج (The Black Family or the Slave Trade) میں، انہوں نے غلام نظام کی طرف سے کی جانے والی ناانصافیوں کی طرف فرانسیسی عوام کی توجہ مبذول کروائی۔
775,Norman Pollack,"Norman Pollack (May 29, 1933 – June 11, 2017) was an American historian.  He was an emeritus professor of History at Michigan State University, where he taught for most of his career.  After his retirement, Pollack was a prolific essayist whose writing was informed by his scholarship in the fields of populism and social theory, but were often focused on a structural analysis of capitalism and fascism.  His books included, ""The Populist Mind"" (1967), ""The Populist Response to Industrial America"" (1976), ""The Just Polity: Populism, Law, and Human Welfare"" (1987), and ""The Humane Economy: Populism, Capitalism, and Democracy"" (1990).","""نورمن پولاک (نومبر 29 ، 1933 - 11 جون ، 2017) ایک امریکی مورخ تھا۔ وہ مشی گن اسٹیٹ یونیورسٹی میں تاریخ کے ایمیریٹس پروفیسر تھے۔ جہاں انہوں نے اپنے کیریئر کے بیشتر حصے میں پڑھایا۔ اپنی ریٹائرمنٹ کے بعد ، پولاک ایک پیداواری مضمون نگار تھا جس کی تحریر پاپولزم اور سماجی نظریہ کے شعبوں میں ان کی اسکالرشپ سے آگاہ تھی ، لیکن اکثر سرمایہ داری اور فاشزم کے ساختی تجزیے پر مرکوز تھی۔ ان کی کتابوں میں شامل ہیں: """"دی پاپولسٹ مائنڈ"""" (1967), """"دی پاپولسٹ رسپانس ٹو انڈسٹریل امریکہ"""" (1976) ، """"دی پولیٹی: پاپولزم ، قانون اور انسانی فلاح و بہبود"""" (1987) ۔"""
776,Arthur Krystal,"Arthur Krystal is an American essayist, editor, and screenwriter.  He has written for The New Yorker, Harper's, The New York Times Book Review, and many other publications.  His books include ""The Half-Life of an American Essayist"", ""Agitations: Essays on Life and Literature"", and ""Except When I Write: Reflections of a Recovering Critic"".  His essay ""Except When I Write"" appeared in ""The Best American Essays 2010"".","آرتھر کرسٹل ایک امریکی مصنف، ایڈیٹر اور اسکرین رائٹر ہیں۔ انہوں نے دی نیو یارکر، ہارپر، دی نیو یارک ٹائمز بک ریویو اور بہت سے دیگر اشاعتوں کے لئے لکھا ہے۔ ان کی کتابوں میں ""ایک امریکی مضمون نگار کی نصف زندگی"" ، ""اگٹیشنز: زندگی اور ادب پر مضامین"" ، اور ""جب میں لکھتا ہوں: ایک صحت یاب تنقید کی عکاسی"" شامل ہیں۔ ان کا مضمون ""جب میں لکھتا ہوں"" ""بیسٹ امریکی مضامین"" میں شائع ہوا۔"
777,Gabriele Nissim,"Gabriele Nissim (born 1950) is an Italian journalist, historian and essayist whose works discuss Eastern Europe.",گبریل نسم (پیدائش: 1950) ایک اطالوی صحافی ، مورخ اور مضمون نگار ہے جس کے کام مشرقی یورپ پر تبادلہ خیال کرتے ہیں۔
778,Viken Berberian,"Viken Berberian is a writer and essayist whose works rely on satire and defy easy categorization.  Berberian's fiction and essays have been published in the New York Times, Bomb (magazine), le Monde Diplomatique, the International Herald Tribune, the Financial Times, Editions Inculte, (French), the The Believer (magazine), logger, and the Los Angeles Times.  His novels have been translated to French, Hebrew, Italian and Dutch.  They are marked by keen wit and a sense of economic and political injustice.","""بربرین کے ناول """"دی بائی"""" اور """"دی بائی"""" کے علاوہ """"دی نیو یارک ٹائمز"""" ، """"دی بم"""" ، """"دی مونڈ ڈپلومیٹک"""" ، """"دی انٹرنیشنل ہیرالڈ ٹریبیون"""" ، """"دی فنانشل ٹائمز"""" ، """"دی بیلیور"""" اور """"دی لاس اینجلس ٹائمز"""" میں شائع ہوئے ہیں۔ ان کے ناولوں کا فرانسیسی ، عبرانی ، اطالوی اور ڈچ میں ترجمہ کیا گیا ہے۔"""
779,Don DeLillo,"Donald Richard ""Don"" DeLillo (born November 20, 1936) is an American novelist, playwright and essayist.  His works have covered subjects as diverse as television, nuclear war, sports, the complexities of language, performance art, the Cold War, mathematics, the advent of the digital age, politics, economics, and global terrorism.",ڈونلڈ ڈونلڈ ڈی لیلیو (انگریزی: Donald Donald DeLillo) (پیدائش: 20 نومبر 1936ء) ایک امریکی ناول نگار، ڈرامہ نگار اور مضمون نگار ہے۔ ان کے کاموں میں ٹیلی ویژن، جوہری جنگ، کھیل، زبان کی پیچیدگی، پرفارمنس آرٹ، سرد جنگ، ریاضیات، ڈیجیٹل دور کی آمد، سیاست، معیشت اور عالمی دہشت گردی جیسے مختلف موضوعات شامل ہیں۔
780,Michael Collins (Irish author),"Michael Collins (born 1964) is an Irish novelist and international ultra-distance runner.  His novel ""The Keepers of Truth"" was shortlisted for the 2000 Booker Prize.  He has also won the Irish Novel of the Year Award and the ""Lucien Barriere Literary Prize"" at the Deauville American Film Festival.  The award honours the best American Fiction published in France.  Collins is a graduate of Oxford University.","مائیکل کولنز (پیدائش 1964) ایک آئرش ناول نگار اور بین الاقوامی الٹرا ڈسٹنس رنر ہے۔ ان کا ناول ""دی کیپر آف ٹروتھ"" 2000 بوکر پرائز کے لئے شارٹ لسٹ کیا گیا تھا۔ انہوں نے ڈوویل امریکن فلم فیسٹیول میں آئرش ناول آف دی ایئر ایوارڈ اور لوسین بیریئر لٹریری پرائز بھی جیتا ہے۔ یہ ایوارڈ فرانس میں شائع ہونے والے بہترین امریکی افسانے کو اعزاز دیتا ہے۔"
781,Tana French,"Tana French (born 1973) is an Irish novelist and theatrical actress born in Vermont.  Her debut novel ""In the Woods"" (2007), a psychological mystery, won the Edgar, Anthony, Macavity, and Barry awards for best first novel.  She lives in Dublin.  The British online newspaper, ""The Independent"", has referred to her as the First Lady of Irish Crime, ""who very quietly has become a huge international name among crime fiction readers.""","""فرنچ ایک آئرش ناول نگار اور تھیٹر اداکارہ ہیں۔ ان کا پہلا ناول """"ان دی ووڈس"""" (2007) ، ایک نفسیاتی اسرار ، نے بہترین پہلے ناول کے لئے ایڈگر ، انتھونی ، میکویٹی اور بیری ایوارڈ جیتا۔ وہ ڈبلن میں رہتی ہے۔ برطانوی آن لائن اخبار ، """"دی انڈیپنڈنٹ"""" نے اسے آئرش کرائم کی پہلی خاتون کے طور پر حوالہ دیا ہے۔"""
782,House of Splendid Isolation,"House of Splendid Isolation is a 1994 novel by Irish novelist Edna O'Brien.  The novel depicts the relations of an Irish Republican Army terrorist and his hostage, an elderly woman.  The novel blends an attempt at thriller, with O'Brien's deep exploration of Irish society.  Reception of the novel was not very good, especially in comparison to O'Brien's previous novels.",ہاؤس آف سپلینڈیڈ آئسولیشن آئرش ناول نگار ایڈنا او برائن کا 1994 کا ناول ہے۔ یہ ناول آئرش ریپبلکن آرمی کے ایک دہشت گرد اور اس کی یرغمالی ، ایک بوڑھی عورت کے تعلقات کو پیش کرتا ہے۔ یہ ناول آئرش معاشرے کے بارے میں او برائن کی گہری کھوج کے ساتھ ایک تھرلر کی کوشش کو ملا دیتا ہے۔
