,Title,Content
1467,Jack and Jill (2011 film),"Jack and Jill is a 2011 American comedy film directed by Dennis Dugan, written by Steve Koren and Adam Sandler, and starring Sandler, Katie Holmes, and Al Pacino.  The film was released on November 11, 2011 by Columbia Pictures."
1468,Larry Crowne,"Larry Crowne is a 2011 American romantic comedy film starring Tom Hanks and Julia Roberts.  The film was produced and directed by Hanks, who co-wrote its screenplay with Nia Vardalos.  The story was inspired by Hanks' time studying at Chabot College.  The film tells the story of Larry Crowne, a middle-aged man who unexpectedly loses his job and returns to education.  It was released in the United States on July 1, 2011 ."
1469,Bridesmaids (2011 film),"Bridesmaids is a 2011 American comedy film directed by Paul Feig, written by Annie Mumolo and Kristen Wiig, and produced by Judd Apatow, Barry Mendel and Clayton Townsend.  The plot centers on Annie (Wiig), who suffers a series of misfortunes after being asked to serve as maid of honor for her best friend, Lillian, played by Maya Rudolph.  Rose Byrne, Melissa McCarthy, Ellie Kemper, and Wendi McLendon-Covey co-star as Lillian's bridesmaids, with Chris O'Dowd, Rebel Wilson, Matt Lucas, Michael Hitchcock, and Jill Clayburgh, in her final film appearance, in supporting roles."
1470,Cellmates,"Cellmates is a 2011 American comedy film starring Tom Sizemore, and Olga Segura and was directed and written by producer, director, and writer Jesse Baget."
1471,The Bounce Back,"The Bounce Back is a 2016 romantic comedy film directed by Youssef Delara and is loosely inspired by ""The Bounce Back Book"" by Karen Salmansohn.  The film stars Shemar Moore, Nadine Velazquez, Bill Bellamy, Sheryl Underwood and Kali Hawk.  Viva Pictures Distribution released the film on December 9, 2016."
1472,Polytechnic University of San Luis Potosí,"The Polytechnic University of San Luis Potosí (in Spanish: Universidad Politécnica de San Luis Potosí, UPSLP) was created on 27 June 2001 and was the first Polytechnic University of the Subsystem of Polytechnic Universities."
1473,Constantin Cândea,"Constantin Cândea (] ); (December 15, 1887, in Mărgineni, Bacău – March 4, 1971, in Bucharest) was a Romanian chemist, Professor of Chemistry, Ph.D. Engineer at the Polytechnic University of Timișoara and Rector of Polytechnic University of Timișoara - formerly ""Polytechnic School of Timișoara"" between 1946-1947"
1474,Angelo Torricelli,"Born in Milan in 1946.  He graduated from Polytechnic University of Milan's Faculty of Architecture in 1969 .  Full professor in Architectural composition, he has been dean of the Faculty (whereupon School) of Civil Architecture of the Polytechnic University of Milan from 2008 until 2015; from 2011 until 2016 he has been head of the Architecture Board of the Polytechnic University of Milan."
1475,Kwantlen Polytechnic University,"Kwantlen Polytechnic University (commonly abbreviated to KPU) is a public degree-granting undergraduate polytechnic university in British Columbia with campuses located in Surrey, Richmond, Cloverdale, and Langley.  KPU is one of the largest institutions by enrollment in British Columbia with a total of 20,000 students and 1,400 faculty members across its four locations, encompassing the Metro Vancouver district.  KPU operates as the only English-language polytechnic university in Canada and provides undergraduate and vocational education including bachelor's degrees, associate degrees, diplomas, certificates, apprenticeships and citations in more than 120 diverse programs.  The school operates largely as an undergraduate polytechnic university but also functions as a vocational and technical school, offering apprenticeships for the skilled trades and diplomas in vocational education for skilled technicians and workers in support roles in professions such as engineering, accountancy, business administration, nursing, medicine, architecture, and criminology."
1476,UAAP Season 78 volleyball tournaments,"The UAAP Season 78 high school volleyball tournament will start on August 22, 2015.  The tournament venue will be at the Adamson University Gym in San Marcelino St., Ermita, Manila.  Adamson is the tournament host.  The number of participating schools in the boys' and girls' tournaments both increased to seven.  Far Eastern University fielded boys' and girls' volleyball teams beginning season 77.  Since there are now seven participating schools, the tournaments will have a Final Four format.  The UAAP Board decided to move the high school volleyball tournaments from 2nd semester to 1st semester due to the basketball juniors tournament being moved from the 1st semester to 2nd semester."
1477,UAAP Season 76 basketball tournaments,"The basketball tournaments of UAAP Season 76 were held in school year 2013-14.  Adamson University was both season host and basketball tournaments host.  As season host, Adamson was the producer of the opening ceremony on June 29, 2013.  As to being tournament host, Adamson was responsible for the scheduling of games, booking of game venues and distribution of game tickets to member schools.  The other responsibility of Adamson as tournament host was the nomination of a basketball tournament commissioner to the UAAP Board for approval."
1478,Adamson University,"Adamson University is a private and Catholic university in Manila, Philippines, founded on June 20, 1932, by Greek immigrant George Lucas Adamson as the Adamson School of Industrial Chemistry.  On February 5, 1941, the school was granted university status by the Department of Education, and on December 4, 1964, the university was turned over to the Vincentian Fathers of the Congregation of the Mission and was incorporated into the Adamson-Ozanam Education Institutions, Inc.  Adamson University is also a Member of the University Athletics Association of the Philippines.  Its patron saint is Saint Vincent de Paul."
1479,Adamson Falcons,"The Adamson Soaring Falcons are the collegiate men's varsity teams of Adamson University that play in the University Athletic Association of the Philippines which is the mother sports league of the ""Falcon"".  The collegiate women's varsity teams are called the ""Lady Falcons"" while the high school varsity teams are called the ""Baby Falcons""."
1480,Sofia Adamson,"Sofia Adamson (August 24, 1916 – May 19, 2007) was a Greek immigrant who founded the Pacific Asia Museum in Los Angeles, co-founded Adamson University in the Philippines, and worked for General Douglas MacArthur in the Philippines."
1481,Polytechnic University of Bari,"The Polytechnic University of Bari (Italian: ""Politecnico di Bari"" ) is a university located in Bari, Italy.  It was founded in 1990 and is organized in 3 Faculties."
1482,David Lukaszewski,"David Lukaszewski (born 1970) is an American poker player.  He was a Poker Room Shift Manager at the Desert Diamond Casino who won a bracelet in the 2003 Casino Employees Championship event at the World Series of Poker.  The Casino Employees Championship event was the first time that Lukaszewski had played in a tournament with a buy-in greater than $50.  At the start of 2003, Lukaszewski set the modest goal of competing in a major poker tournament and at the last minute, he and several friends decided to drive to Las Vegas to play in the WSOP.  Lukaszewski won the entry to the event by winning a $65 single-table satellite at Binion's Horseshoe.  When the tournament reached the final three players, they started shooting Kamikaze's.  ""We were all having such a great time, sitting around playing poker that I think we may have forgotten about the prize money and the bracelet."""
1483,Doyle Brunson,"Doyle F. Brunson (born August 10, 1933) is an American poker player who has played professionally for over 50 years.  He is a two-time World Series of Poker (WSOP) Main Event champion, a Poker Hall of Fame inductee, and the author of several books on poker."
1484,Shannen Doherty,"Shannen Maria Doherty ( ; born April 12, 1971) is an American actress, producer, author, and television director.  She is known for her roles as Heather Duke in ""Heathers"" (1989), Brenda Walsh in ""Beverly Hills, 90210"" (1990–1994) and as Prue Halliwell in ""Charmed"" (1998–2001)."
1485,Howard Lederer,"Howard Henry Lederer (born October 30, 1963) is an American professional poker player.  He has won two World Series of Poker bracelets and holds two World Poker Tour titles.  Lederer has also contributed to several books on poker strategy and has provided commentary for poker programming.  He is known by poker fans and players as ""The Professor"" and is the older brother of professional poker player Annie Duke."
