translated_question,translated_answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,level
16 سالہ ہیڈ فٹ بال کوچ نے 2000 میں یونیورسٹی آف اوکلاہوما میں ایک ٹائٹل جیتا تھا,بیری لین سوئزر,singlehop,"['۔ وہ نیو برونزویک یونیورسٹی اور نیو برونزویک تھیوولوجی سیمینری سے فارغ التحصیل ہوئے اور 16 سال تک امریکہ میں ریفارمڈ چرچ میں پادری کی حیثیت سے تبلیغ کی', '۔ یہ تقریب زیمورا میں 16 کیتھولک مذہبی برادریوں اور برادریوں کے ذریعہ منائی جاتی ہے جو شہر کی سڑکوں پر توبہ کے جلوسوں کا انعقاد کرتی ہیں۔', '۔ انہوں نے 16 سال تک اوکلاہوما یونیورسٹی میں ہیڈ فٹ بال کوچ کی حیثیت سے خدمات انجام دیں اور چار سال تک نیشنل فٹ بال لیگ (این ایف ایل) کے ڈلاس کاؤبایز کے ہیڈ کوچ کی حیثیت سے خدمات انجام دیں', 'ٹورنیڈو کے پھیلاؤ کے بعد ، 16 نومبر کو ، ریاستہائے متحدہ میں ایک انتہائی غیر معمولی رات کا ٹورنیڈو پھیلاؤ ہوا ، جس نے 16 نومبر کو جنوبی ریاستہائے متحدہ کے کچھ حصوں میں اضافی کمزور ٹورنیڈو پیدا کرنے سے پہلے نچلے گریٹ پلیئنز کو نمایاں طور پر متاثر کیا', '۔ وہ این ایف ایل کی تاریخ میں پہلی ٹیم بننے کی کوشش کر رہے تھے جس نے 16 میچوں کا سیزن ناقابل شکست مکمل کیا۔ اسٹیلرز ، پلے آف میں چھٹے اور آخری سیڈ کے ساتھ ، سپر باؤل میں جانے کے راستے میں تین روڈ میچ جیتنے والی صرف دوسری ٹیم بن گئی', 'ٹورنیڈو کے پھیلاؤ کے بعد ، 16 نومبر کو ، ریاستہائے متحدہ میں ایک انتہائی غیر معمولی رات کا ٹورنیڈو پھیلاؤ ہوا ، جس نے 16 نومبر کو جنوبی ریاستہائے متحدہ کے کچھ حصوں میں اضافی کمزور ٹورنیڈو پیدا کرنے سے پہلے نچلے گریٹ پلیئنز کو نمایاں طور پر متاثر کیا', '۔ جوئی نے اس کردار میں حصہ لینے کے بعد 16 سال کی عمر میں کامیابی حاصل کی۔ جوئی نے بورڈنگ اسکول میں چھوڑنے کے مسائل کا سامنا کرنا پڑا۔ بعد میں یہ انکشاف ہوا کہ جوئی نے پوشیدہ طور پر ویٹلی کے ساتھ مل کر کام کیا ہے', 'ٹورنیڈو کے پھیلاؤ کے بعد ، 16 نومبر کو ، ریاستہائے متحدہ میں ایک انتہائی غیر معمولی رات کا ٹورنیڈو پھیلاؤ ہوا ، جس نے 16 نومبر کو جنوبی ریاستہائے متحدہ کے کچھ حصوں میں اضافی کمزور ٹورنیڈو پیدا کرنے سے پہلے نچلے گریٹ پلیئنز کو نمایاں طور پر متاثر کیا', '۔ وہ این ایف ایل کی تاریخ میں پہلی ٹیم بننے کی کوشش کر رہے تھے جس نے 16 میچوں کا سیزن ناقابل شکست مکمل کیا۔ اسٹیلرز ، پلے آف میں چھٹے اور آخری سیڈ کے ساتھ ، سپر باؤل میں جانے کے راستے میں تین روڈ میچ جیتنے والی صرف دوسری ٹیم بن گئی']","۔ نہیں ، وہ انہوں نے 16 سال تک اوکلاہوما یونیورسٹی میں ہیڈ فٹ بال کوچ کی حیثیت سے خدمات انجام دیں اور چار سال تک نیشنل فٹ بال لیگ (این ایف ایل) کے ڈلاس کاؤبایز کے ہیڈ کوچ کی حیثیت سے خدمات انجام دیں لیکن وہ یونیورسٹی آف اوکلاہوما میں ٹائٹل نہیں جیتا تھا",3.380163431,6.293621063,5.493546247,6.241898537,21.40922928,hard
گجرات لیونز کے کوچ نے کالج سے گریجویشن کیا,سینٹ بیڈ کالج,multihop,"['گجرات لیونز ایک بھارتی کرکٹ ٹیم ہے جو انڈین پریمیئر لیگ میں کھیلتی ہے۔ اس ٹیم کی کپتانی سریش رینا اور کوچنگ بریڈ ہڈج کرتے ہیں۔', '۔ اس مسجد کی تعمیر میں تین سال لگے۔', 'تک سوویت یونین کے وزیر اعظم کی حیثیت سے خدمات انجام دیں']",نہیں,4.05737257,5.013185024,5.182200432,0.449479818,14.70223784,hard
کیا ٹرمپ پیلس کنڈومینیم ون ڈاگ ہیمرسکلڈ پلازہ سے اونچے ہیں؟,نہیں,singlehop,"['نے پاپ بالڈ اور بولیرس کو رینچرا میوزک کے برعکس پیش کیا ہے', '۔ اس کے بعد کمپنی نے پیٹر ایڈکیسن کو سی ای او کے طور پر بھرتی کیا۔', '۔ اس کے بعد سے کلب کو چار مواقع پر فٹ بال لیگ میں واپس کردیا گیا ہے۔']",نہیں۔,4.227720737,5.506748438,5.226421833,0.52794981,15.48884082,hard
1994 میں ٹمپا بے Buccaneers کے کوچ,پکنس ہائی اسکول,singlehop,"['۔ 1994 سے ، ڈبلیو ٹی ٹی پی نے اپنے پی اے پی ایچ ڈی کو تبدیل کردیا۔', '۔ یہ ایوارڈ 1993 سے 1994 کے سیزن کے بعد سے دیا جاتا ہے اور اس ایوارڈ کا پہلا فاتح بورڈو کے مڈفیلڈر زین الدین زیدان تھا', '۔ 1994 میں ، ڈی سی ٹاک نے """"آزاد آخر میں ورلڈ ٹور"""" کی ایک لمبی شکل والی ویڈیو جاری کی جس کا عنوان ہے """"تنگ سڑک ہے"""" جس میں تینوں میوزک ویڈیوز دیکھی جاسکتی ہیں۔""', '۔ یہ ایوارڈ 1993 سے 1994 کے سیزن کے بعد سے دیا جاتا ہے اور اس ایوارڈ کا پہلا فاتح بورڈو کے مڈفیلڈر زین الدین زیدان تھا', 'سویٹ فیبی ، مائیکل گو کی ایک آسٹریلیائی ڈرامہ اسکرین پلے ہے۔ 1994 میں ، کیٹ بلانچیٹ نے اس کی دنیا بھر میں پہلی پروڈکشن کی تھی ، جس میں وین ہیریسن کی فنکارانہ ہدایت کاری میں سڈنی تھیٹر کمپنی نے اداکاری کی', '۔ 1994 سے ، ڈبلیو ٹی ٹی پی نے اپنے پی اے پی ایچ ڈی کو تبدیل کردیا۔', 'سویٹ فیبی ، مائیکل گو کی ایک آسٹریلیائی ڈرامہ اسکرین پلے ہے۔ 1994 میں ، کیٹ بلانچیٹ نے اس کی دنیا بھر میں پہلی پروڈکشن کی تھی ، جس میں وین ہیریسن کی فنکارانہ ہدایت کاری میں سڈنی تھیٹر کمپنی نے اداکاری کی']",زین الدین زیدان,3.006901741,5.020778894,5.236101866,1.09004879,14.35383129,hard
"'دی گفٹ آف سکرو' ، لنڈسی بکنگھم کا پہلا سولو البم ہے ، جس نے سنہ 2000 میں ایک ہی البم جاری کیا تھا۔",چھٹا,singlehop,"[""۔ وہ پہلے دو کتابوں کے دو مختصر سیکوئلز 'ٹام سوئر ابرونڈ' اور 'ٹام سوئر، ڈیٹیکٹیو' میں بھی ہے۔"", '۔ اس البم میں گلوکار مائیکل گریوز اور ڈریمرز کے علاوہ ، """"گلیڈ"""" بھی شامل تھا۔""', '۔ ""وہ ایک ہو سکتا ہے"" کو ""ویلی گرل"" میں استعمال کیا گیا تھا۔', 'فرینک چیڈویک ایک امریکی گیم ڈیزائنر اور مصنف ہے جس نے سینکڑوں کھیل ڈیزائن کیے ہیں ، جن میں سے سب سے زیادہ قابل ذکر آر پی جی ""ٹریولر"" اور ""ٹوائی لائٹ 2000"" اور وار گیم سیریز ""یوروپا"" اور ""تیسری جنگ عظیم"" ہیں۔', '۔ انگلینڈ ، اسکاٹ لینڈ ، ویلز اور شمالی آئرلینڈ میں 2000 سے زیادہ بلیو بیج گائیڈز ہیں ، جو برطانیہ کے سیاحتی مقامات اور شہروں میں گائیڈ کرتے ہیں۔ کچھ گائیڈز جیک دی ریپر ، ہیری پوٹر اور دی بیٹلز جیسے موضوعات پر گائیڈڈ واک ٹور چلاتے ہیں', '۔ فلیش اینیمیشن 2000 کے وسط سے مرکزی دھارے کی مقبولیت سے لطف اندوز ہوئی ہے ، جس کے بعد سے بہت سے فلیش متحرک ٹیلی ویژن سیریز ، ٹیلی ویژن اشتہارات اور ایوارڈ یافتہ آن لائن شارٹس تیار کیے جا رہے ہیں۔', 'فرینک چیڈویک ایک امریکی گیم ڈیزائنر اور مصنف ہے جس نے سینکڑوں کھیل ڈیزائن کیے ہیں ، جن میں سے سب سے زیادہ قابل ذکر آر پی جی ""ٹریولر"" اور ""ٹوائی لائٹ 2000"" اور وار گیم سیریز ""یوروپا"" اور ""تیسری جنگ عظیم"" ہیں۔', '۔ انگلینڈ ، اسکاٹ لینڈ ، ویلز اور شمالی آئرلینڈ میں 2000 سے زیادہ بلیو بیج گائیڈز ہیں ، جو برطانیہ کے سیاحتی مقامات اور شہروں میں گائیڈ کرتے ہیں۔ کچھ گائیڈز جیک دی ریپر ، ہیری پوٹر اور دی بیٹلز جیسے موضوعات پر گائیڈڈ واک ٹور چلاتے ہیں', '۔ چنویتھ نے کہا کہ وہ سن 2000 میں سونی کلاسیکل کے ساتھ معاہدہ کرنے کے بعد سے ایک کرسمس البم ریکارڈ کرنا چاہتی تھیں۔ باربرا اسٹریسینڈ کے """"ایک کرسمس البم"""" نے اس البم کو اب تک 77 ویں نمبر پر پہنچایا ہے۔""']","لنڈسی بکنگھم نے 'دی گفٹ آف سکرو' کو اپنا پہلا سولو البم قرار دیا ہے ، لیکن یہ سنہ 2000 میں نہیں جاری کیا گیا تھا۔",1.466785192,5.40186429,5.046052933,3.653710127,15.56841254,hard
کون سا طویل ترین جنگ ہے؟ کوریا کی جنگ یا مینڈاناؤ کی جنگ؟,کوریائی جنگ,singlehop,"['گجرات لیونز ایک بھارتی کرکٹ ٹیم ہے جو انڈین پریمیئر لیگ میں کھیلتی ہے۔ اس ٹیم کی کپتانی سریش رینا اور کوچنگ بریڈ ہڈج کرتے ہیں۔', 'کا بانی تھا ، جس کے ساتھ ساتھ دنیا بھر میں متعدد دیگر بڑے پیمانے پر ہلاکتوں کے حملوں کے ساتھ', 'ایک فرانسیسی کنکشن ایک کوکٹیل ہے جو برابر حصوں میں کونیاک اور اماریٹو شراب سے بنایا جاتا ہے۔']",کرنچیئے کی جنگ ہے۔,3.30916667,5.424469709,5.459114552,0.769311428,14.96206236,hard
فرڈریک ڈورین میٹ اور جوزف ہیلر کے مشہور ترین کاموں میں دوسری جنگ عظیم کے واقعات کو ڈرامائی شکل دی گئی تھی۔,"ہاں، ہاں",singlehop,"['۔ گورڈن نے کنفیڈریٹ فوج میں بریگیڈیئر جنرل جوزف او شیلبی کے تحت آرکنساس میں اور کنفیڈریٹ ٹرانس مسیسیپی ڈیپارٹمنٹ میں جنگ کے دوران خدمات انجام دیں', '۔ دوسروں کو اسے بلیکی جیکٹ جونیئر کے شریک بانی ، گٹارسٹ اور گلوکار کے طور پر معلوم ہوسکتا ہے۔', '۔ فریڈ گلور نے سیلز کے کوچ کی حیثیت سے دو مدت گزاریں۔ برٹ اولمسٹڈ واحد سیلز کوچ ہے جسے ہاکی ہال آف فیم میں شامل کیا گیا ہے۔', '۔ ڈیان نے ہم جنس پرستوں اور معذوری کے موضوعات پر مبنی شارٹس بھی تیار کیں ، جو ایک تھیٹر گروپ ہے جو ہم جنس پرستوں اور معذوری کے سرگرم کارکنوں پر مرکوز ہے۔ شارٹس دنیا بھر کے فلمی تہواروں میں دکھائے گئے ہیں۔', '۔ فیملی فیوڈ کی طرح ، سوالات کا جواب پہلے ایک سو مردوں کے سروے سے دیا گیا ہے۔ چار راؤنڈ کے دوران ، دو مردوں اور ایک عورت پر مشتمل ایک مشہور شخصیات پینل سروے کے صحیح جوابات کے بارے میں اپنی رائے پیش کرکے مقابلہ کرنے والوں کی مدد کرتا ہے۔']",یقین نہیں ہے کہ فرڈریک ڈورین میٹ اور جوزف ہیلر کو دوسری جنگ عظیم کے واقعات کو ڈرامائی شکل دی گئی تھی۔,3.741407156,6.808517933,5.040230751,2.705869675,18.29602551,hard
چلی اور ارجنٹائن کے درمیان تنازعہ کیا تھا جس کی وجہ سے آپریشن سوبرینیا ہوا؟,"Picton، Lennox اور Nueva جزائر",multihop,"['تنظیم برائے انسانی حقوق کے سربراہ کے طور پر خدمات انجام دیں', 'تھا اور ان کے ڈیزائن کی نقلیں مندرجہ ذیل صدیوں تک جاری رہی', '۔ یہ دلجیت دوسنجھ اور انورگ سنگھ کے مابین پانچویں تعاون ہے۔', 'والے ڈی سی او ریکارڈ ہولڈر ، کیڈٹ کیلی کو شکست دی اور اس کے ساتھ ہی اس کی تیسری سب سے زیادہ درجہ بندی والی فلم بھی بن گئی', 'تھا اور ان کے ڈیزائن کی نقلیں مندرجہ ذیل صدیوں تک جاری رہی', 'جوآن سیبسٹین کیبل اور رابرٹ فارا دفاعی چیمپئن تھے ، لیکن اس کے بجائے اکاپولکو میں مقابلہ کرنے کا انتخاب کیا۔', 'جوآن سیبسٹین کیبل اور رابرٹ فارا دفاعی چیمپئن تھے ، لیکن اس کے بجائے اکاپولکو میں مقابلہ کرنے کا انتخاب کیا۔', 'ارادوں کے ساتھ وفاداری اور اداکار اور سامعین کے مابین قریبی تعلقات پر توجہ مرکوز کی گئی ہے']",مکمل طور پر معلوم نہیں لگتا لیکن اکاپولکو میں مقابلہ کرنے کا انتخاب کیا گیا تھا جس کی وجہ سے آپریشن سوبرینیا ہوا تھا,6.102786064,4.644917727,4.64392972,2.348123789,17.7397573,hard
کیری کولنز اور جیمز کیروین دونوں کیا ہیں؟,ڈائریکٹر,singlehop,"['اربن لیب ایک امریکی آرکیٹیکچرل اور شہری ڈیزائن فرم ہے جس کا صدر دفتر شکاگو میں ہے', 'کلارکسن یونیورسٹی ایک نجی تحقیقی یونیورسٹی ہے جس کا مرکزی کیمپس نیو یارک کے شہر پوٹسڈیم میں واقع ہے', 'شیفنگ، کریسی چنگ، سونگ یانگ، یو رونگ گوانگ، یوان واہ اور بروس لیونگ کو مرکزی کردار کے طور پر پیش کیا گیا ہے', 'ہیری پوٹر ناولوں کی ایک سیریز ہے جو برطانوی مصنف جے کے راولنگ نے لکھی ہے۔ یہ ناول ایک نوجوان جادوگر ہیری پوٹر اور اس کے دوستوں ہرمیون گرینجر اور رون ویزلی کی زندگی کی کہانی ہے۔ یہ تمام لوگ ہگ ورٹس اسکول آف جادوگری اور جادوگری کے طالب علم ہیں']","صدر دفتر شکاگو میں واقع آربن لیب فرم اور مرکزی کیمپس نیو یارک کے شہر پوٹسڈیم میں واقع کلارکسن یونیورسٹی دونوں کی کوئی ربط نہیں ہے، لکین ناول سیریز جے کے راولنگ کا ساتھ رکھنے والے شخص جے کے راولنگ اور ناولوں کی سیریز کے مصنف دونوں ہیں۔",3.064714193,5.533791065,5.449523449,3.921514988,17.9695437,hard
کون سا حال ہی میں مسمار شدہ اسٹیڈیم ایک اہم یورپی ٹورنامنٹ جیتنے والے پہلے برطانوی فٹ بال کلب کا گھر تھا؟,وائٹ ہارٹ لین,singlehop,"['میں ہالی ووڈ فلم اسٹوڈیوز کے ذریعہ بلیک لسٹ میں تھا', '۔ وہ کینتھ ہورن کے طور پر بھی نمودار ہوا ہے۔', '۔ اس کی زیادہ تر بڑی پروڈکشنز لارن سنیپر کی مدد سے کی گئیں۔', 'کیس پارکر ایک امریکی موسیقار اور ڈرمر ہے جو جیمسن پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کرنے کے لئے مشہور ہے۔ اس کے علاوہ ، کیس نے میکس بیمیس کے ساتھ مل کر ، سی ایبڈنگ کے تمام ممبروں سے زیادہ عرصہ تک کام کیا۔', 'کیس پارکر ایک امریکی موسیقار اور ڈرمر ہے جو جیمسن پارکر اور سی ایبڈنگ کے ساتھ مل کر کام کرنے کے لئے مشہور ہے۔ اس کے علاوہ ، کیس نے میکس بیمیس کے ساتھ مل کر ، سی ایبڈنگ کے تمام ممبروں سے زیادہ عرصہ تک کام کیا۔']","کان سا حال ہی میں مسمار شدہ اسٹیڈیم کون نہیں تھا، ایک کہانی کا حصہ تھا۔",2.811621428,5.917460918,5.129412174,2.02410841,15.88260293,hard
